Route,Airline,Plane,Stops
KTA?ERG,AF,777,0
KTA?TDD?IRJ,AM,SSR-100,1
KTA?PNH,bxr,B762,0
KTA?HEM,FL,787,0
KTA?RHV,PR,767,0
KTA?MBH,BR,DC10,0
KTA?NKC,QK,B712,0
KTA?BGM,EV,IL-62,0
KTA?XCR,PR,777,0
KTA?KOU,IB,A359,0
KTA?YOJ,AC,A333,0
KGI?BGC?RVK?PBM,SY,MD-90,2
KGI?PDT,EI,IL-62,0
KGI?HOD,XE,E190,0
KGI?MIE,CV,M90,0
KGI?CIC,XE,B744,0
KGI?SMZ,HA,DH8,0
KGI?PES,TA,A332,0
KGI?YAS,BBB,B736,0
KGI?QSR,JL,DC10,0
KNX?YSU,9S,MD90,0
KNX?MFK?QFO,KE,717,1
KNX?HHN,KR,DH8,0
KNX?GVX,QX,767,0
KNX?MZI,G4,MD83,0
KNX?UBA,LH,C-99,0
LEA?GII,K4,B777,0
LEA?SSZ,MQ,B763,0
LEA?CHA,LP,B753,0
LEA?DLF,WN,C-99,0
LEA?SVL,HX,B712,0
LEA?MLX?ERI,QF,CRJ9,1
PHE?TBT,G4,MD11,0
PHE?KDD,B6,767,0
PHE?RSD,MU,A330,0
PHE?WTB,WO,B738,0
PHE?BTL,AM,B-99,0
PHE?SJE,K4,737,0
PHE?AET,EK,A319,0
PHE?BID,XP,B764,0
PHE?ZTA,NW,DC-9,0
PHE?ARE?TFF,BBB,747,1
PHE?SSR,CZ,777,0
PER?CRW,OO,MD-88,0
PER?MIA,CZ,DH8,0
PER?YTF,5X,737,0
PER?DEX,XP,777,0
PER?LTQ,FI,B738,0
PER?LJA,XJ,A318,0
PER?PWA,DL,A333,0
PER?GRO,AB,A321,0
PER?MNL?DME,5X,A300,1
PER?MJC,BA,CRJ9,0
PER?RNT,BA,B788,0
PER?PIA,9S,MD-11,0
PER?HTL,AM,A330,0
UMR?GOA,IB,SSR-100,0
UMR?NIM,K4,B752,0
UMR?KNW,SE,B762,0
UMR?LOH,MQ,B764,0
UMR?YZY,WS,787,0
UMR?NCJ?MMO?MYC,CA,B772,2
UMR?PTM,KR,A332,0
UMR?JRF,GL,767,0
UMR?RGL,BBB,727,0
UMR?CNI,bxr,CRJ9,0
UMR?HLJ,AA,787,0
UMR?EGE,QX,B738,0
UMR?GML,WW,A388,0
UMR?BNS,SE,SSR-100,0
XCH?KLU,CV,DC-10,0
XCH?YKL?LUC,FX,A318,1
XCH?BSA,BF,A124,0
XCH?ZPC,5X,MD-11,0
XCH?CRV,CK,B788,0
XCH?MWC,VX,MD-11,0
XCH?RMY,G4,L1011,0
XCH?BTZ,RW,A319,0
BWU?IXA,AS,757,0
BWU?IYK,AC,767,0
BWU?DRI,NZ,764,0
BWU?MGZ?QJB,GL,757,1
BWU?AKC,VX,B789,0
BWU?FAY,EZ,A321,0
BWU?MUB,RW,B734,0
BWU?AHS,XP,B712,0
BWU?SWH,WW,B788,0
BWU?OPS,NH,A340,0
CBR?LBX,ER,B789,0
CBR?ALO,B6,B734,0
CBR?YHY,AM,E190,0
CBR?REG?TBZ,NH,B762,1
CBR?NDU,EI,B763,0
CBR?PIN,QF,A124,0
CBR?YOJ,LP,747,0
CBR?MOU,LH,B763,0
CBR?GUH,Y4,B764,0
CBR?WIK,QF,B789,0
CBR?ECV,HX,EMB,0
CBR?JTC,BA,A300,0
CFS?OLS,KL,M90,0
CFS?EOH?BQA,CX,B777,1
CFS?BAU,KL,737,0
CFS?KWI,IB,A300,0
CFS?LPL,CX,A343,0
CFS?ALX,MX,CRJ9,0
CFS?WBG,QX,A310,0
CDU?ROS,UA,A300,0
CDU?BTE,KE,MD-80,0
CDU?OHA,XP,CRJ9,0
CDU?VQS,NZ,MD83,0
DBO?SFQ?HOF?SQJ,FI,B742,2
DBO?ITO,EI,MD11,0
DBO?IXP,SY,MD11,0
DBO?RKZ,TA,SA-227,0
DBO?CKT,AS,717,0
DBO?LKY,KR,B737,0
DBO?KYA,A8,B748,0
DBO?QSF,F9,MD-90,0
DBO?AVW,EV,PA-31,0
DBO?SZV,JL,777,0
DBO?YIF?YPO,FJ,DC-8,1
NLK?DEC,IB,B733,0
NLK?YJP,YX,B777,0
NLK?SJI,MQ,E190,0
NLK?GLV,CX,MD-88,0
NLK?YFO,TK,A333,0
NLK?UCT,AY,B752,0
NLK?BZY,FX,B738,0
NLK?GBB,EI,A310,0
NLK?SSR,K4,B788,0
NLK?KDD?RIW,US,B752,1
NLK?MWQ,NZ,L1011,0
NLK?NOA,BR,PA-31,0
NLK?CCF,AM,B773,0
NLK?USN,MT,MD-80,0
NLK?PYR,WN,787,0
XRH?AAM,TA,A310,0
XRH?WST,FL,B777,0
XRH?SBM,OO,B763,0
XRH?IRP,DH,DC-10,0
XRH?NDN?IXY,AY,DC-9,1
SYD?DOM,EY,A359,0
SYD?GFN,KR,B752,0
SYD?YKF,XJ,B712,0
SYD?BVC,FX,B735,0
SYD?MVW,K4,E170,0
SYD?TII,YX,A343,0
SYD?SMR,XE,M90,0
TMW?DNR,TK,B753,0
TMW?MER,HX,B777,0
TMW?EDM?CAI,WW,B737,1
TMW?JOE,QF,B748,0
TMW?HYR,QX,B734,0
TMW?RPR,SE,DC-8,0
TMW?CEQ,AY,B742,0
TMW?TBI,XP,717,0
TMW?FTK,NK,A333,0
WGA?MSZ,FX,B733,0
WGA?ELY,AB,A359,0
WGA?RBE,AY,E175,0
WGA?SHL?HUT?USR,EY,B735,2
PEK?CBQ,WS,B777,0
PEK?ODY,LX,B773,0
PEK?KSJ,HX,B772,0
PEK?EBD,NZ,IL-96,0
PEK?FKQ,EZ,737,0
PEK?LAK,UA,A319,0
PEK?WJR,HA,787,0
PEK?CAT,TK,DH8,0
PEK?SKV,A8,E170,0
PEK?RDC?KAB,GB,IL-96,1
HLD?PBD,VX,B748,0
HLD?OKM,AF,B712,0
HLD?IKT,JL,A318,0
HLD?GNV,BBB,MD-90,0
HLD?MCE,SE,A340,0
HLD?AOU,A8,B772,0
TSN?BYQ,WN,MD11,0
TSN?NWA,UA,CRJ7,0
TSN?SGY,WS,B763,0
TSN?ULU?DAX,EY,A330,1
TSN?LAL,BA,IL-62,0
TSN?MVA,2Q,747,0
TSN?BVE,FJ,A124,0
TSN?JJI,WN,SA-227,0
TSN?INN,Y4,B772,0
TSN?OGG,bxr,B734,0
TSN?FKL,bxr,A388,0
TYN?CEC,SE,B739,0
TYN?HMV,5Y,IL-96,0
TYN?ACY?MVR,NK,B736,1
TYN?SSJ,BF,MD-88,0
CAN?LBU,9S,764,0
CAN?KZR,FI,EMB,0
CAN?NDC,CX,DC-10,0
CAN?OBS,EK,737,0
CAN?ILI,F9,A388,0
CAN?PIW,VS,B764,0
CAN?SNC,WI,737,0
CAN?SIF,PR,IL-62,0
CSX?PGU?BWB,KZ,777,1
CSX?HGS,CZ,B762,0
CSX?LJN,EV,MD83,0
CSX?KGS,FI,767,0
CSX?NCU,5Y,A388,0
CSX?HHQ,EK,B738,0
CSX?BKG,QK,MD11,0
CSX?FLR,AM,IL-96,0
CSX?VDB,F9,747,0
CSX?CAJ,US,B763,0
KWL?ZBR?RMQ?STE,2Q,DC-8,2
KWL?KAX,NW,MD-87,0
KWL?VEE,9W,A343,0
KWL?NEC,TA,A330,0
KWL?SZY,CI,757,0
KWL?ASR,QF,A318,0
KWL?AKU,KR,B733,0
KWL?GET,MQ,737,0
KWL?KHI,NH,MD-90,0
KWL?JRO,SK,L1011,0
KWL?IMF?PBN,MQ,CRJ9,1
KWL?PTG,CI,B744,0
KWL?CDN,WO,IL-62,0
KWL?RCB,9W,L1011,0
NNG?KRO,WW,B773,0
NNG?BXN,MU,717,0
NNG?GWY,YX,CRJ7,0
NNG?XFW,KE,A332,0
NNG?WMN,JL,MD-88,0
NNG?RVS,OO,A343,0
NNG?HKK?KRL,NZ,E190,1
NNG?TGO,CI,SSR-100,0
NNG?GRX,UA,A310,0
NNG?TNF,JL,MD-88,0
NNG?KVR,QX,C-99,0
NNG?HIW,BBB,CRJ9,0
NNG?VLY,BBB,DC-9,0
NNG?HMV,HX,CRJ9,0
SZX?IAM,DH,B744,0
SZX?YQM,NK,C-99,0
SZX?CRI?GHB,ER,B773,1
SZX?GCK,K4,B763,0
SZX?YNT,WN,A332,0
SZX?PKN,SE,B-99,0
SZX?SDX,CM,B773,0
SZX?ACN,VS,PA-31,0
SZX?AMM,XE,MD11,0
SZX?AWK,YX,B735,0
CGO?MTH,AY,MD-88,0
CGO?FSP,EK,A320,0
CGO?SXF?OMC,BF,MD-87,1
CGO?AEP,B6,PA-31,0
CGO?MBU,UA,757,0
CGO?KHD,SE,A388,0
CGO?ADX,DL,B748,0
CGO?EVN,B6,AN-124,0
CGO?ETH,TA,PA-31,0
CGO?STW,KR,757,0
CGO?ECG,AF,DC-9,0
CGO?YHD,YV,EMB,0
CGO?OHE?ERC?TIM,NK,A332,2
WUH?BCO,SQ,MD11,0
WUH?SXB,B6,EMB,0
WUH?MVS,MT,737,0
WUH?NUE,KZ,A319,0
WUH?DTA,OZ,727,0
FNJ?CAH,FX,A343,0
FNJ?WHP,CM,M90,0
FNJ?FNJ,LH,B777,0
FNJ?BFH,IB,DC-10,0
FNJ?BLG?CCV,TA,MD-90,1
FNJ?POB,AC,B737,0
FNJ?HEH,bxr,CRJ9,0
FNJ?YAS,MU,B734,0
FNJ?IXU,FL,MD83,0
FNJ?SDB,AI,757,0
FNJ?TPL,MX,A346,0
FNJ?LBW,LP,CRJ7,0
FNJ?UVE,BA,L1011,0
LHW?HBX,XP,B744,0
LHW?PID?MKU,DL,L1011,1
LHW?GYU,DH,A346,0
LHW?AXU,NZ,B752,0
XIY?UGU,CK,SSR-100,0
XIY?OAG,CZ,777,0
XIY?ATY,LX,MD-87,0
XIY?PAT,VS,AN-124,0
XIY?GZW,DH,A319,0
ULN?KGO,AA,A124,0
ULN?YCD,AF,717,0
ULN?BPY?KOQ,MT,B753,1
ULN?DIA,4O,767,0
ULN?SPD,AY,B-99,0
ULN?FIG,CM,IL-62,0
ULN?PGF,EV,787,0
ULN?SMQ,JL,B763,0
ULN?HTI,4O,777,0
JHG?ABS,OO,E190,0
JHG?SEF,YX,C-99,0
JHG?CGZ,QF,B712,0
JHG?PEM?TIZ,OO,727,1
JHG?PMY,TA,E190,0
JHG?CDN,KZ,MD-80,0
JHG?GPT,US,MD-88,0
JHG?CND,RW,M90,0
JHG?LNA,BF,DC-9,0
JHG?FAO,A8,B738,0
JHG?KHK,5Y,AN-124,0
KMG?OTI,9S,A330,0
KMG?BPI,9S,A359,0
KMG?WIL?CPR?GOO,CZ,A340,2
KMG?HRT,KE,B737,0
KMG?NKC,WN,L1011,0
KMG?BLA,JL,A321,0
XMN?ACP,5X,A330,0
XMN?YEN,MX,A332,0
XMN?MER,FJ,A318,0
KHN?KYA,TA,B742,0
KHN?IGA,CX,A321,0
KHN?SXM,BA,B763,0
KHN?YSD?MMD,WO,A332,1
KHN?ONK,FJ,B763,0
KHN?GLZ,LH,SSR-100,0
KHN?IKT,CA,B764,0
KHN?GVT,MQ,A310,0
KHN?GUH,EI,E175,0
KHN?SLL,OZ,B788,0
KHN?MPW,SE,A359,0
KHN?CTN,TK,B772,0
KHN?IGL,LP,DH8,0
KHN?CYW?SFE,NH,B762,1
FOC?WYN,MU,B734,0
FOC?TLL,AY,MD83,0
FOC?IWK,LP,B736,0
FOC?BYJ,QX,A380,0
FOC?YNT,WW,MD83,0
FOC?YKL,SY,B735,0
FOC?YMM,WS,A343,0
FOC?ROC,EY,A319,0
FOC?HJR,WO,A346,0
FOC?EIE?GPB,4O,B735,1
FOC?CPB,RW,A380,0
FOC?YSU,SY,E175,0
HGH?YNJ,Y4,B788,0
HGH?MQJ,VX,SA-227,0
HGH?ANU,BBB,CRJ7,0
HGH?INL,KZ,B737,0
HGH?QBC,F9,767,0
HGH?OTZ,CP,B763,0
HGH?FNI,NH,DH8,0
HGH?NSO?HRK,WS,A300,1
HGH?PHB,WW,A388,0
HGH?DGT,VS,B737,0
HGH?REY,EY,IL-96,0
HGH?ULU,KR,747,0
NGB?TKS,QX,MD-90,0
NGB?CTH,CX,B712,0
NGB?TDR,MX,B738,0
NGB?LPM,TA,AN-124,0
NGB?LEH,AC,L1011,0
NKG?WVK?ALL?BGM,CI,717,2
NKG?JSR,AY,B752,0
NKG?OPF,EK,IL-62,0
NKG?GDZ,bxr,717,0
NKG?AMM,NZ,B777,0
NKG?LPS,JL,B764,0
NKG?PLM,9S,CRJ7,0
NKG?FBU,OZ,EMB,0
NKG?JJG,WO,B777,0
NKG?LHS,FI,717,0
NKG?VIG?YFX,NK,B753,1
NKG?BBK,SK,737,0
HFE?CHT,EY,717,0
HFE?SGV,YX,DC10,0
HFE?REC,ER,B764,0
HFE?XBJ,XP,A359,0
HFE?ZNZ,BF,L1011,0
HFE?NNT,HX,IL-62,0
HFE?SUA,KL,A380,0
HFE?YEG,XP,A318,0
HFE?CLN?ZGS,CM,B788,1
HFE?CMJ,WN,764,0
HFE?OBO,VS,E190,0
HFE?YLE,AY,B734,0
HFE?IPL,5Y,A332,0
HFE?EOK,TZ,B738,0
HFE?SXK,GL,A388,0
TAO?TCC,QF,A330,0
TAO?CAL,F9,MD-11,0
TAO?HIN,WW,M90,0
TAO?LDG?MFQ,9W,L1011,1
TAO?SZB,EV,B748,0
SHA?UMD,SE,767,0
SHA?MKE,BR,B763,0
SHA?VEL,GB,A332,0
SHA?PEH,CM,764,0
YNT?BNP,AF,B739,0
YNT?MOB,CZ,DC-10,0
YNT?EKA,XJ,M90,0
YNT?LNK,EI,E190,0
YNT?HLZ?RHE,XE,764,1
YNT?KLN,CM,B788,0
YNT?BJM,ER,PA-31,0
YNT?MHG,CV,EMB,0
YNT?SYT,ER,737,0
YNT?CRE,MU,B734,0
YNT?LIF,LX,E175,0
YNT?TRM,AS,787,0
CKG?INK,IB,DC-10,0
CKG?THQ,UA,787,0
CKG?MRV?PIT?WIR,ER,MD-90,2
CKG?ACR,MU,A388,0
CKG?KAX,9W,777,0
CKG?LZU,SY,DH8,0
CKG?COH,WS,A300,0
CKG?AXA,AA,B734,0
CKG?POW,AI,B763,0
CKG?YLT,CZ,B789,0
KWE?NGX,FL,B742,0
KWE?RBE,WO,B733,0
KWE?FEN?PEA,VS,A388,1
KWE?AGS,MU,764,0
KWE?SCE,EV,767,0
KWE?CRP,AB,MD-90,0
KWE?SLQ,XE,787,0
KWE?OMS,BF,MD11,0
KWE?HKN,US,DC-10,0
KWE?KYI,SY,B777,0
KWE?HII,HA,DC-9,0
KWE?JRF,QF,CRJ7,0
CTU?PLH?KBL,AY,B772,1
CTU?PMA,WO,B744,0
CTU?PVO,BF,DC-10,0
CTU?CDA,KE,C-99,0
CTU?CMU,EZ,B748,0
CTU?ACI,AY,B789,0
CTU?VNX,EY,MD-90,0
CTU?VIN,NZ,E175,0
CTU?MOL,FL,A388,0
CTU?POE,GB,A346,0
XIC?UUS?YSG,XP,A346,1
XIC?BLT,EK,B777,0
XIC?YPO,EI,CRJ7,0
XIC?ESF,FJ,B788,0
XIC?ADW,WO,MD-90,0
XIC?SHW,XJ,A320,0
XIC?TOQ,AI,A124,0
XIC?PIN,BF,B712,0
XIC?ALF,CA,DC-8,0
KHG?JAM,QF,A310,0
KHG?LEN?OSP,MX,E170,1
KHG?LYC,BA,B737,0
HTN?YYH,KZ,A388,0
HTN?WNN,CZ,A320,0
HTN?TKN,KR,E190,0
URC?GHT,UA,A300,0
URC?KCO,VS,IL-96,0
URC?LFB,XP,B772,0
URC?SLF,AB,B764,0
URC?ITH,AC,757,0
URC?EML?OZZ?KVL,SY,B752,2
HRB?JBQ,GL,MD90,0
HRB?UYU,BA,747,0
HRB?CSG,YV,B753,0
MDG?FAN,OZ,B737,0
MDG?YQW,AB,EMB,0
MDG?EAA,TK,B764,0
MDG?EBH,MQ,MD-80,0
MDG?ONT,IB,SA-227,0
MDG?DIR,EV,MD83,0
MDG?HVB?CJJ,MQ,CRJ9,1
MDG?KZO,US,767,0
MDG?CDC,FI,787,0
MDG?ALO,MU,B764,0
MDG?SAW,BA,A343,0
MDG?VQQ,CP,B742,0
DLC?PLM,AS,MD11,0
DLC?APC,MQ,DC-10,0
DLC?HNL,LP,A346,0
DLC?HAW,UA,MD90,0
DLC?LYR?YHD,VX,B712,1
DLC?VGD,DH,A346,0
PVG?CCV,QK,E175,0
PVG?YKU,9S,764,0
PVG?BAH,EK,SSR-100,0
PVG?VCP,DL,MD-90,0
PVG?ORF,EV,EMB,0
PVG?EIL,CX,737,0
PVG?BGY,EZ,737,0
PVG?POO,CA,B734,0
PVG?PCD?KHT,FX,E175,1
TOD?DU9,GB,737,0
TOD?CAZ,WW,A359,0
TOD?CNN,bxr,B748,0
TOD?GRX,LH,E175,0
TOD?CQM,WI,A343,0
TOD?YQZ,FX,DH8,0
TOD?YKA,CK,DH8,0
TOD?MNB,EZ,DC-10,0
TOD?KUV,WS,DC-9,0
TOD?OXC?MMT,NH,B777,1
TOD?TMT,DH,M90,0
TOD?BXP,SY,MD-87,0
TOD?UNA,YV,MD-11,0
SZB?KOA,BA,MD-88,0
SZB?MGZ,WS,A319,0
SZB?BSK,K4,747,0
SZB?BQN,KR,B735,0
SZB?FBG,CI,764,0
SZB?HRO,2Q,A124,0
SZB?LCJ?WIC?MNX,NK,B736,2
SZB?GGW,XJ,A346,0
SZB?IWJ,QK,E175,0
SZB?KRP,KL,E175,0
NTQ?TUG,EK,A124,0
NTQ?JIJ,MX,B712,0
NTQ?NJF,G4,AN-124,0
HBE?DMM,WN,B744,0
HBE?ECG,CA,DC-9,0
HBE?OKJ,CI,747,0
HBE?IRG?ZSA,AC,787,1
HBE?HBR,WO,B788,0
HBE?SYD,9S,727,0
HBE?DLA,NW,E190,0
HBE?SVL,WN,B712,0
HBE?CXI,WI,717,0
HBE?WSY,WW,B762,0
HBE?NOZ,WO,737,0
HBE?SHV,LP,A310,0
BTI?SPW,WN,B712,0
BTI?GDC?LTS,CZ,B734,1
BTI?ABX,LX,MD83,0
BTI?AEX,EV,MD-80,0
BTI?LGU,MT,B733,0
BTI?OTM,LX,B777,0
BTI?GCN,MX,PA-31,0
BTI?CEE,CM,B712,0
BTI?SOQ,RW,B789,0
LUR?CLQ,AI,B789,0
LUR?OST,CI,A343,0
LUR?MMO?JSU,HX,787,1
LUR?BHN,MQ,MD11,0
LUR?RJN,FL,MD83,0
LUR?KSI,CZ,A321,0
LUR?COQ,WW,B737,0
LUR?GOV,MT,A340,0
LUR?NDG,LH,A380,0
LUR?OAL,OO,DC-9,0
LUR?GND,AS,MD-90,0
LUR?SIU,F9,B733,0
PIZ?WOT?BRT,CV,A320,1
PIZ?AYO,LX,B735,0
PIZ?NRT,AB,A300,0
PIZ?VKT,SY,B742,0
ITO?GZO,KZ,A320,0
ITO?ZVA,WI,MD-90,0
ITO?MGL,VS,MD-11,0
ITO?KHW,RW,B752,0
ITO?LVO,B6,SA-227,0
ITO?RRR,US,A346,0
ITO?PWQ?NHK?BCH,BBB,777,2
ITO?MTV,K4,PA-31,0
ITO?DRW,AI,A333,0
ITO?LUH,FI,767,0
ITO?GKK,2Q,MD83,0
ITO?CIT,WS,MD-88,0
ITO?PIO,9S,PA-31,0
ITO?MAE,PR,A332,0
ORL?BEV,CK,B744,0
ORL?RAO,MT,B733,0
ORL?KIW?SSZ,EZ,MD-80,1
ORL?LOK,VS,L1011,0
ORL?BCT,EK,B753,0
BTT?MEY,OO,A333,0
BTT?SDE,CP,A333,0
BTT?RNB,B6,B773,0
BTT?SHD,AC,B735,0
UTO?EBM,EZ,PA-31,0
UTO?PUQ,KL,B737,0
UTO?CFD,AI,777,0
UTO?AYQ?DEA,GL,A320,1
FYU?BYQ,RW,DC-8,0
FYU?CBV,QF,MD-88,0
FYU?TQL,5X,B737,0
FYU?ZRJ,CM,B763,0
SVW?OHA,K4,A321,0
SVW?SML,WW,DC10,0
SVW?TII,AF,777,0
SVW?AZS,OO,B752,0
FRN?HGE,BR,B788,0
FRN?ATL?YDB,DL,EMB,1
FRN?REZ,PR,B748,0
FRN?MCI,EV,MD-90,0
FRN?WRB,4O,B762,0
FRN?CRD,US,B738,0
FRN?SEN,CZ,B763,0
FRN?OJC,CP,B744,0
FRN?DTE,NW,777,0
FRN?PER,HX,DC10,0
FRN?UDI,CP,B753,0
FRN?YBX?JAR,LP,A319,1
FRN?BAU,MT,A124,0
FRN?PSR,XJ,A300,0
TLJ?XQC,NK,A321,0
TLJ?XGR,BR,B-99,0
TLJ?XSD,WW,MD-90,0
TLJ?NOA,AF,A300,0
TLJ?LPB,AI,MD83,0
TLJ?MKZ,KR,777,0
TLJ?VIG,9W,B762,0
TLJ?KCK?MXB?BQS,RW,MD-88,2
TLJ?POX,HA,AN-124,0
TLJ?YYJ,CI,A359,0
TLJ?PML,Y4,MD-88,0
TLJ?SPG,SE,787,0
CZF?EMD,CV,B735,0
CZF?ING,MX,B742,0
CZF?EWB,KL,B772,0
CZF?BMB,WO,AN-124,0
CZF?WCH,Y4,MD-11,0
CZF?LVM?AVP,WO,MD83,1
CZF?LND,UA,C-99,0
CZF?BWG,5Y,A321,0
CZF?OKK,JL,A319,0
CZF?YZG,AY,B788,0
CZF?YBX,SY,IL-62,0
CZF?VLC,AM,CRJ7,0
CZF?MYG,4O,A332,0
BED?AVK,Y4,A310,0
BED?MYG,US,B744,0
BED?TIV?ISB,QF,757,1
BED?ULO,AY,B737,0
BED?BUD,MX,M90,0
BED?MQY,EZ,MD-11,0
BED?PBU,EK,C-99,0
BED?ILP,FL,CRJ9,0
BED?RDS,GL,B788,0
BED?MCF,WO,777,0
BED?POL,OZ,B788,0
BED?PAG,RW,B742,0
BED?OAX?RIV,NZ,M90,1
BED?DRI,JL,MD83,0
BED?MFK,ER,A330,0
SNP?REB,B6,787,0
SNP?ZCL,CV,B712,0
SNP?TBU,IB,727,0
SNP?EDM,WW,MD-90,0
SNP?NVS,AB,E175,0
SNP?BNA,AC,E175,0
SNP?MHD,AS,747,0
EHM?KYZ?UKX,YX,B734,1
EHM?CNI,KE,B735,0
EHM?SOJ,AI,DC-9,0
EHM?WNA,ER,B733,0
EHM?CSA,KZ,767,0
EHM?KIY,PR,B772,0
EHM?SAL,2Q,A332,0
EHM?NAI,HA,A340,0
EHM?CRA,NK,717,0
EHM?OYO,WW,C-99,0
EHM?JRH?PZE?KQA,B6,B737,2
EHM?ECN,AY,B789,0
EHM?ZMT,KZ,A318,0
EHM?ARB,OO,E190,0
EHM?CCB,VX,787,0
STG?WRI,5Y,DC-10,0
STG?ATJ,9S,DC-9,0
STG?SMF,BR,B-99,0
STG?YZW,OZ,B712,0
STG?MYE,AF,B739,0
STG?CJA?SMK,CI,A346,1
STG?GOV,CV,B788,0
STG?DRB,bxr,A318,0
ILI?WHU,AM,A340,0
ILI?NEW,9S,SA-227,0
ILI?SXR,NZ,A320,0
ILI?CFU,KR,EMB,0
ILI?GMO,WW,764,0
ILI?PUG,ER,B753,0
ILI?DAT,NH,A310,0
ILI?YYG?RTB,CK,A380,1
PTU?IRG,NK,B753,0
PTU?NRD,WI,SA-227,0
PTU?YES,ER,A124,0
PTU?NWI,CM,727,0
PTU?LCJ,TA,B748,0
BMX?GAY,FL,B742,0
BMX?ANR,AA,A124,0
BMX?GUR,CM,A318,0
BMX?MHA,MQ,IL-96,0
BMX?NIP?VUP,SE,757,1
BMX?KIF,CP,MD83,0
BMX?AXP,5Y,MD-87,0
BMX?LPX,EY,B789,0
BMX?LQM,AF,DC-10,0
BMX?UTW,FX,AN-124,0
BMX?GUJ,JL,B733,0
BMX?OMB,KR,787,0
BMX?GUW,KE,B712,0
BMX?OHS,LP,777,0
OSC?SEU?POG,NZ,A321,1
OSC?GWT,CK,SSR-100,0
OSC?MUO,QF,B762,0
OSC?CMP,MX,E190,0
OSC?WHK,B6,A333,0
OSC?SIF,G4,DC-8,0
OSC?PYM,NW,B788,0
OSC?GGT,NW,B772,0
OSC?XMH,TZ,EMB,0
OAR?ANV,TZ,A124,0
OAR?GAH?NUI?GEA,AM,B735,2
OAR?LYB,NK,B-99,0
MHR?TUV,GL,MD-87,0
MHR?GEC,BA,B772,0
MHR?HUF,DH,A380,0
MHR?YVP,5Y,E175,0
MHR?GYU,MX,E190,0
MHR?AXN,GB,737,0
MHR?CFO,5X,A340,0
MHR?ETH,EK,M90,0
MHR?SLK?EDO,XE,A318,1
MHR?AKD,CP,MD-87,0
MHR?ACZ,2Q,A380,0
MHR?LLV,Y4,A388,0
MHR?KMO,4O,SA-227,0
MHR?DWD,TA,E170,0
BYS?BDR,SQ,E170,0
BYS?GUQ,EZ,B748,0
BYS?TUR,AS,MD-80,0
BYS?CPR,DL,747,0
BYS?TTJ?BWF,A8,AN-124,1
BYS?MVL,KL,B773,0
BYS?STD,XE,A310,0
BYS?TGR,FJ,DH8,0
FSM?SFF,LX,A359,0
FSM?BAF,G4,DC-10,0
FSM?LIS,AC,B733,0
FSM?KMG,YX,737,0
FSM?EIL,DL,B736,0
FSM?OSL,WI,B772,0
FSM?MDT?ILA,G4,MD90,1
FSM?GRY,EY,B753,0
MRI?HPN,2Q,B742,0
MRI?YBA,NZ,IL-62,0
MRI?RDU,TK,B753,0
MRI?JWN,WO,A318,0
MRI?SRJ,WI,MD-11,0
MRI?HLN,EI,DC-10,0
MRI?PMI,TZ,A359,0
MRI?TTE,OO,MD83,0
MRI?NCG?DHF,HX,B734,1
GNT?TRN,2Q,B753,0
GNT?IXH,TZ,B788,0
GNT?NFG,KL,B777,0
GNT?QLF,AI,MD-90,0
GNT?TEB,US,B744,0
GNT?CEU,AB,MD11,0
GNT?MYQ,WN,717,0
GNT?GYM,QK,CRJ9,0
GNT?FRA,NK,A332,0
GNT?KZR?WMA?DCN,HA,A340,2
GNT?LFR,B6,C-99,0
GNT?HYG,HX,SA-227,0
PNC?CTC,Y4,A318,0
PNC?MAD,AY,B-99,0
PNC?MDK,YX,764,0
PNC?OZC,HX,MD-80,0
PNC?SWJ,5X,L1011,0
PNC?BDD,F9,A359,0
PNC?YTR,SY,767,0
PNC?FLV?RWN,KZ,E190,1
SVN?PHD,WI,B762,0
SVN?IXD,QF,737,0
SVN?KVG,NZ,A388,0
SVN?PTJ,Y4,717,0
SVN?EDR,FJ,DC-9,0
SVN?UUS,EY,787,0
SVN?QCY,BBB,MD-88,0
SVN?LOD,XP,A332,0
SVN?WAW,US,B-99,0
SVN?HCN?YQZ,AA,B764,1
SVN?YFC,YV,MD83,0
SVN?EOR,UA,B736,0
SVN?ULH,OZ,A300,0
SVN?DMN,IB,DC10,0
SVN?PMV,KE,747,0
GFK?OAL,FJ,IL-62,0
GFK?GII,MQ,A124,0
GFK?GZW,AC,A359,0
GFK?HAS,NZ,777,0
GFK?WNZ?NCG,WS,A380,1
PBF?WMO,AB,B753,0
PBF?FNT,5Y,A318,0
PBF?FCO,AA,A124,0
NSE?TXN,CA,A380,0
NSE?TRC,DH,B735,0
NSE?YWP,US,DC-8,0
NSE?AMZ,AC,EMB,0
NSE?OVA,XP,E175,0
NSE?BPF,CZ,AN-124,0
HNM?YAB?KSF,CP,A124,1
HNM?LEB,CX,DC10,0
HNM?OCM,K4,CRJ7,0
HNM?VCV,bxr,MD83,0
HNM?LAK,AM,A332,0
HNM?MSC,AM,MD-11,0
HNM?THL,FI,A346,0
HNM?LSC,WS,B735,0
HNM?CDB,AC,DH8,0
HNM?LME,F9,B764,0
HNM?DUG?SOM?ASO,5X,A318,2
PRC?AXA,AS,A330,0
PRC?ZSE,QF,B734,0
PRC?COS,MU,B733,0
PRC?HGI,9S,E170,0
PRC?FUG,A8,MD11,0
TTN?PUY,LX,IL-96,0
